"","individual","sample","spp","model","mpa","lfm","dw.flam.sample","tti","fh","fd","temp.max","gd","ttfg","gti","pfg","ignition","PC1","start.temp","sample.wt","year.month","site"
"437","2020_September_ADFA_2.2.4","2.2.4","ADFA","EPI",-6.05,68.8067648,0.293945565862709,26,18.25,10,338.9,106,16,10,86,1,2.33326495246784,275.9,0.4962,"2020_September","Painted Caves"
"438","2020_September_ADFA_2.5.4","2.5.4","ADFA","EPI",-9.99,44.14685525,0.345758496868476,25,16.5,12,380.8,91,12,13,66,1,2.92959523162977,272.2,0.4984,"2020_September","Painted Caves"
"439","2020_September_ADFA_2.6.4","2.6.4","ADFA","EPI",-5.779,76.77725118,0.283973190348525,46,6.75,2,299.6,138,9,37,99,1,-1.66257914274681,278,0.502,"2020_September","Painted Caves"
"440","2020_September_ADFA_1.1.4","1.1.4","ADFA","EPI",-6.006,73.52002836,0.276048825331971,32,12.75,5,335.7,118,10,22,91,1,0.717260108141229,267.7,0.479,"2020_September","St. Marys"
"441","2020_September_ADFA_1.3.4","1.3.4","ADFA","EPI",-10,55.91707458,0.313628254847645,27,11,12,286.6,135,5,22,101,1,0.783183403243739,284.5,0.489,"2020_September","St. Marys"
"442","2020_September_ADFA_1.4.4","1.4.4","ADFA","EPI",-8.591,56.20721132,0.338076581446311,33,8,14,353.9,142,21,12,116,1,0.360892205256832,273,0.5281,"2020_September","St. Marys"
"443","2020_September_ADFA_1.5.4","1.5.4","ADFA","EPI",-6.353,54.27509294,0.31495686746988,24,9.5,13,373.7,129,11,13,103,1,1.42240730437595,274.8,0.4859,"2020_September","St. Marys"
"444","2020_September_ADFA_2.1.4","2.1.4","ADFA","EPI",-9.027,52.91454443,0.358173908216136,47,1.75,1,291.5,161,24,23,137,1,-2.81841630647249,271.7,0.5477,"2020_September","Painted Caves"
"445","2020_September_ADFA_2.2.4","2.2.4","ADFA","EPI",-2.177,76.02059581,0.306384600919348,60,5.75,5,329.3,126,16,44,77,1,-2.05587013064325,279.1,0.5393,"2020_September","Painted Caves"
"446","2020_September_ADFA_2.4.4","2.4.4","ADFA","EPI",-10,52.46081936,0.360617240757439,47,13,13,380.4,124,19,28,83,1,0.302809875539654,282.3,0.5498,"2020_September","Painted Caves"
"447","2020_September_ADFA_2.5.4","2.5.4","ADFA","EPI",-8.821,52.28346457,0.327021716649431,25,12,8,359.2,119,7,18,93,1,1.40367963633849,280.8,0.498,"2020_September","Painted Caves"
"448","2020_September_ADFA_2.6.4","2.6.4","ADFA","EPI",-6.305,67.24033816,0.292572955407113,29,16,3,335.7,112,6,23,86,1,1.20455224972033,281.9,0.4893,"2020_September","Painted Caves"
"449","2020_September_ADFA_1.2.4","1.2.4","ADFA","EPI",-10,41.26940133,0.349190975083382,42,6,8,287.4,145,20,22,115,1,-1.19240111305238,277.7,0.4933,"2020_September","St. Marys"
"450","2020_September_ADFA_1.4.4","1.4.4","ADFA","EPI",-10,46.56709227,0.377847435897436,43,9,6,326.1,117,27,16,95,1,-0.237073992973666,273.5,0.5538,"2020_September","St. Marys"
"451","2020_September_ADFA_1.4.4","1.4.4","ADFA","EPI",-10,46.56709227,0.377847435897436,31,6.25,3,312.6,131,7,24,104,1,-0.357676847088881,271.9,0.5538,"2020_September","St. Marys"
"452","2020_September_ADFA_1.5.4","1.5.4","ADFA","EPI",-10,46.40971489,0.32559314821493,25,15,10,356.9,154,10,15,129,1,0.871234766802345,280.8,0.4767,"2020_September","St. Marys"
"453","2020_September_ADFA_1.6.4","1.6.4","ADFA","EPI",-10,47.25751472,0.365142655723906,54,2,3,306,165,24,30,132,1,-3.19862067567145,272.1,0.5377,"2020_September","St. Marys"
"454","2020_September_ADFA_2.6.4","2.6.4","ADFA","EPI",-10,42.4091442,0.343587487137271,31,18,8,315,122,22,9,105,1,1.32839809506,270.9,0.4893,"2020_September","Painted Caves"
"455","2018_January_ADFA_1.6.2","1.6.2","ADFA","EPI",-1.4,74.59272845,0.272818895205141,NA,NA,NA,NA,103,10,NA,NA,0,NA,281.1,0.4763,"2018_January","St. Marys"
"456","2018_January_ADFA_1.1.2","1.1.2","ADFA","EPI",-2.2,85.13314599,0.26922821624747,NA,NA,NA,NA,86,19,NA,NA,0,NA,286.3,0.4984,"2018_January","St. Marys"
"457","2018_January_ADFA_1.4.2","1.4.2","ADFA","EPI",-3.7,69.51193746,0.281951470588235,NA,NA,NA,NA,99,15,NA,NA,0,NA,273.9,0.4779,"2018_January","St. Marys"
"458","2018_January_ADFA_1.4.2","1.4.2","ADFA","EPI",-4.6,69.70792768,0.303403622356991,NA,NA,NA,NA,111,10,NA,NA,0,NA,281.8,0.5149,"2018_January","St. Marys"
"459","2018_January_ADFA_1.4.2","1.4.2","ADFA","EPI",-5.6,74.15615845,0.27884534152406,NA,NA,NA,NA,132,13,NA,NA,0,NA,277.4,0.4856,"2018_January","St. Marys"
"460","2018_January_ADFA_1.6.2","1.6.2","ADFA","EPI",-8.3,49.08939014,0.345784737785746,NA,NA,NA,NA,154,11,NA,NA,0,NA,280.7,0.5155,"2018_January","St. Marys"
"461","2018_January_ADFA_1.4.2","1.4.2","ADFA","EPI",-2.7,82.34758872,0.303650848303393,NA,NA,NA,NA,80,8,NA,NA,0,NA,282.7,0.5537,"2018_January","St. Marys"
"462","2018_January_ADFA_1.5.2","1.5.2","ADFA","EPI",-3.9,73.17423291,0.289477245881256,NA,NA,NA,NA,139,16,NA,NA,0,NA,284.9,0.5013,"2018_January","St. Marys"
"463","2018_January_ADFA_1.2.2","1.2.2","ADFA","EPI",-8.6,50.06126378,0.363805994868206,NA,NA,NA,NA,162,21,NA,NA,0,NA,283.6,0.5459,"2018_January","St. Marys"
"464","2018_January_ADFA_1.4.2","1.4.2","ADFA","EPI",-9.4,47.53502854,0.359121172332943,NA,NA,NA,NA,184,13,NA,NA,0,NA,281.8,0.5298,"2018_January","St. Marys"
"465","2018_January_ADFA_1.6.2","1.6.2","ADFA","EPI",-7.5,48.38709677,0.333654347826087,NA,NA,NA,NA,188,4,NA,NA,0,NA,277.8,0.4951,"2018_January","St. Marys"
"466","2020_September_ADFA_1.1.4","1.1.4","ADFA","EPI",-0.123,103.04679,0.263190568060021,NA,NA,NA,NA,142,21,NA,NA,0,NA,222.8,0.5344,"2020_September","St. Marys"
"467","2020_September_ADFA_2.3.4","2.3.4","ADFA","EPI",-0.106,95.64,0.249693314250664,NA,6,NA,NA,107,11,NA,NA,0,NA,257.9,0.4885,"2020_September","Painted Caves"
"468","2020_September_ADFA_2.4.4","2.4.4","ADFA","EPI",-0.116,107.9264214,0.256917806015763,NA,NA,NA,NA,159,23,NA,NA,0,NA,265.5,0.5342,"2020_September","Painted Caves"
"469","2020_September_ADFA_1.3.4","1.3.4","ADFA","EPI",-0.744,82.28373702,0.273255315110099,NA,7,NA,NA,114,29,NA,NA,0,NA,271.2,0.4981,"2020_September","St. Marys"
"470","2020_September_ADFA_2.4.4","2.4.4","ADFA","EPI",-1.957,72.67645003,0.312723593686767,NA,NA,NA,NA,133,3,NA,NA,0,NA,281.4,0.54,"2020_September","Painted Caves"
"471","2020_September_ADFA_2.4.4","2.4.4","ADFA","EPI",-7.946,59.27409262,0.255848263397768,NA,NA,NA,NA,200,10,NA,NA,0,NA,280,0.4075,"2020_September","Painted Caves"
"472","2020_September_ADFA_1.1.4","1.1.4","ADFA","EPI",-5.122,68.67623604,0.28184171709531,NA,NA,NA,NA,97,7,NA,NA,0,NA,278.1,0.4754,"2020_September","St. Marys"
"473","2020_September_ADFA_2.3.4","2.3.4","ADFA","EPI",-5.259,20.28415961,0.383674792661473,NA,NA,NA,NA,163,13,NA,NA,0,NA,284,0.4615,"2020_September","Painted Caves"
"474","2020_September_ADFA_2.6.4","2.6.4","ADFA","EPI",-4.28,75.74183976,0.309146644153651,NA,NA,NA,NA,173,19,NA,NA,0,NA,273.5,0.5433,"2020_September","Painted Caves"
"475","2020_September_ADFA_1.1.4","1.1.4","ADFA","EPI",-2.816,57.06787964,0.326865047894854,NA,NA,NA,NA,158,18,NA,NA,0,NA,268.3,0.5134,"2020_September","St. Marys"
"476","2020_September_ADFA_1.4.4","1.4.4","ADFA","EPI",-7.131,NA,0.449108515216723,NA,NA,NA,NA,193,55,NA,NA,0,NA,271.3,0.479,"2020_September","St. Marys"
"477","2020_September_ADFA_2.4.4","2.4.4","ADFA","EPI",-4.942,73.64932052,0.30492489024623,NA,NA,NA,NA,153,12,NA,NA,0,NA,266.3,0.5295,"2020_September","Painted Caves"
"478","2020_September_ADFA_1.2.4","1.2.4","ADFA","EPI",-8.35,63.18211703,0.305303062046737,NA,NA,NA,NA,172,10,NA,NA,0,NA,272.2,0.4982,"2020_September","St. Marys"
"479","2019_December_CEME_1.1.3","1.1.3","CEME","EPI",-0.163,131.3260941,0.21311906116643,NA,NA,NA,NA,NA,NA,0,NA,0,NA,275.9,0.493,"2019_December","St. Marys"
"480","2019_December_CEME_1.2.3","1.2.3","CEME","EPI",-0.167,149.7320472,0.184998283261803,NA,NA,NA,313.8,104,19,NA,NA,0,NA,279,0.462,"2019_December","St. Marys"
"481","2019_December_CEME_1.3.3","1.3.3","CEME","EPI",-0.263,NA,0.300194624652456,NA,NA,NA,308.9,187,7,NA,NA,0,NA,266.8,0.531,"2019_December","St. Marys"
"482","2019_December_CEME_1.6.3","1.6.3","CEME","EPI",-0.31,183.9984724,0.193686970552642,NA,NA,NA,NA,NA,NA,0,NA,0,NA,275.9,0.55,"2019_December","St. Marys"
"483","2019_December_CEME_1.8.3","1.8.3","CEME","EPI",-0.317,224.1209333,0.180220600162206,NA,NA,NA,300.4,139,18,NA,NA,0,NA,276.5,0.584,"2019_December","St. Marys"
"484","2019_December_CEME_1.7.3","1.7.3","CEME","EPI",-0.88,NA,0.0829248046875,NA,NA,NA,291.4,152,11,NA,NA,0,NA,283.1,0.459,"2019_December","St. Marys"
"485","2019_December_CEME_1.8.3","1.8.3","CEME","EPI",-1.34,255.0009348,0.153781756899094,NA,NA,NA,294.2,145,25,NA,NA,0,NA,271.2,0.546,"2019_December","St. Marys"
"486","2019_December_CEME_1.7.3","1.7.3","CEME","EPI",-1.77,190.32842,0.19360669754186,NA,NA,NA,NA,166,15,NA,NA,0,NA,280.3,0.562,"2019_December","St. Marys"
"487","2019_December_CEME_1.8.3","1.8.3","CEME","EPI",-2,306.4243665,0.122309571788413,NA,NA,NA,NA,103,21,NA,NA,0,NA,279.4,0.497,"2019_December","St. Marys"
"488","2019_December_CEME_1.7.3","1.7.3","CEME","EPI",-3.378,132.6370757,0.253184062850729,NA,NA,NA,NA,83,31,NA,NA,0,NA,261.5,0.589,"2019_December","St. Marys"
"489","2019_December_CEME_1.8.3","1.8.3","CEME","EPI",-4.02,148.0726086,0.176582703058205,NA,NA,NA,279.4,170,13,NA,NA,0,NA,279.6,0.438,"2019_December","St. Marys"
"490","2019_December_CEME_1.3.3","1.3.3","CEME","EPI",-1.2,106.1336254,0.254204038257173,NA,NA,NA,270.5,158,8,NA,NA,0,NA,256.7,0.524,"2019_December","St. Marys"
"491","2019_December_CEME_1.1.3","1.1.3","CEME","EPI",-1.9,90.35064593,0.307852908587258,NA,NA,NA,289.7,157,14,NA,NA,0,NA,271,0.586,"2019_December","St. Marys"
"492","2019_December_CEME_1.3.3","1.3.3","CEME","EPI",-2,100,0.298,NA,NA,NA,NA,149,24,NA,NA,0,NA,278.9,0.596,"2019_December","St. Marys"
"493","2019_December_CEME_1.8.3","1.8.3","CEME","EPI",-4.65,124.6315789,0.209676663542643,NA,NA,NA,274.1,139,64,NA,NA,0,NA,267.6,0.471,"2019_December","St. Marys"
"494","2019_December_CEME_1.4.3","1.4.3","CEME","EPI",-10.01,108.0436941,0.204785796105384,NA,NA,NA,NA,NA,NA,0,NA,0,NA,275.9,0.426,"2019_December","St. Marys"
"495","2019_December_CEME_1.3.3","1.3.3","CEME","EPI",-3.32,84.84663823,0.300248901098901,NA,NA,NA,264.9,134,9,NA,NA,0,NA,269.9,0.555,"2019_December","St. Marys"
"496","2019_December_CEME_1.2.3","1.2.3","CEME","EPI",-4.28,318.313253,0.114029377880184,NA,NA,NA,295.7,177,29,NA,NA,0,NA,280.1,0.477,"2019_December","St. Marys"
"497","2019_December_CEME_1.3.3","1.3.3","CEME","EPI",-7.21,88.4180791,0.27863568215892,NA,NA,NA,267.3,161,12,NA,NA,0,NA,269.6,0.525,"2019_December","St. Marys"
"498","2019_December_CEME_1.3.3","1.3.3","CEME","EPI",-10,NA,0.326785714285714,NA,NA,NA,274.4,120,9,NA,NA,0,NA,274.1,0.435,"2019_December","St. Marys"
"499","2020_January_CEME_1.4.3","1.4.3","CEME","EPI",-0.312,182.2440853,0.169028215767635,NA,NA,NA,276,86,19,NA,NA,0,NA,275.1,0.477,"2020_January","St. Marys"
"500","2020_January_CEME_1.6.3","1.6.3","CEME","EPI",-0.61,218.7254131,0.18542606763762,NA,NA,NA,NA,106,26,NA,NA,0,NA,275.3,0.591,"2020_January","St. Marys"
"501","2020_January_CEME_1.4.3","1.4.3","CEME","EPI",-1.783,251.2597741,0.158287410338857,NA,NA,NA,275,105,22,NA,NA,0,NA,273.5,0.556,"2020_January","St. Marys"
"502","2020_January_CEME_1.6.3","1.6.3","CEME","EPI",-1.433,188.4696905,0.184768111682586,NA,NA,NA,269.3,125,18,NA,NA,0,NA,267,0.533,"2020_January","St. Marys"
"503","2020_January_CEME_1.4.3","1.4.3","CEME","EPI",-2.08,185.3365919,0.180865151043289,NA,NA,NA,279.9,112,20,NA,NA,0,NA,278,0.516,"2020_January","St. Marys"
"504","2020_January_CEME_1.1.3","1.1.3","CEME","EPI",-3.42,150.5224898,0.179624591947769,NA,NA,NA,265.4,110,21,NA,NA,0,NA,264.8,0.45,"2020_January","St. Marys"
"505","2020_January_CEME_1.3.3","1.3.3","CEME","EPI",-3.71,119.3153153,0.227526289845547,NA,NA,NA,291.9,119,20,NA,NA,0,NA,271.7,0.499,"2020_January","St. Marys"
"506","2020_January_CEME_1.4.3","1.4.3","CEME","EPI",-3.45,145.081266,0.222375218150087,NA,NA,NA,276.7,97,18,NA,NA,0,NA,270.4,0.545,"2020_January","St. Marys"
"507","2020_January_CEME_1.6.3","1.6.3","CEME","EPI",-3.34,148.1025641,0.223725198412698,NA,NA,NA,293.8,100,22,NA,NA,0,NA,267.1,0.555,"2020_January","St. Marys"
"508","2020_January_CEME_1.5.3","1.5.3","CEME","EPI",-6.1,103.2672332,0.216976588628763,NA,NA,NA,270.8,127,22,NA,NA,0,NA,263.9,0.441,"2020_January","St. Marys"
"509","2020_January_CEME_1.4.3","1.4.3","CEME","EPI",-4.5,116.7458187,0.227019241760335,NA,NA,NA,272.8,140,8,NA,NA,0,NA,269.5,0.492,"2020_January","St. Marys"
"510","2020_January_CEME_1.6.3","1.6.3","CEME","EPI",-3.9,126.8797425,0.20277665180381,NA,NA,NA,279,94,14,NA,NA,0,NA,280.3,0.46,"2020_January","St. Marys"
"511","2020_January_CEME_1.6.3","1.6.3","CEME","EPI",-5.6,112.6107128,0.247870858956556,NA,NA,NA,278.9,155,17,NA,NA,0,NA,275,0.527,"2020_January","St. Marys"
"512","2020_January_CEME_1.2.3","1.2.3","CEME","EPI",-6.9,94.27016645,0.272815949909376,NA,NA,NA,293.3,125,7,NA,NA,0,NA,266.3,0.53,"2020_January","St. Marys"
"513","2020_January_CEME_1.6.3","1.6.3","CEME","EPI",-7.9,85.56478917,0.260825344169846,NA,NA,NA,NA,NA,NA,0,NA,0,NA,275.9,0.484,"2020_January","St. Marys"
"514","2020_September_CEME_1.6.4","1.6.4","CEME","EPI",-0.491,98.7012987,0.247708496732026,NA,NA,NA,NA,108,18,NA,NA,0,NA,276.3,0.4922,"2020_September","St. Marys"
"515","2020_September_CEME_2.2.4","2.2.4","CEME","EPI",-0.226,106.6985646,0.253702777777778,NA,NA,NA,NA,115,42,NA,NA,0,NA,279.6,0.5244,"2020_September","Painted Caves"
"516","2020_September_CEME_2.3.4","2.3.4","CEME","EPI",-3.016,85.8184228,0.248898894436519,NA,NA,NA,NA,116,32,NA,NA,0,NA,277,0.4625,"2020_September","Painted Caves"
"517","2020_September_CEME_2.3.4","2.3.4","CEME","EPI",-3.016,85.8184228,0.264989871611983,NA,NA,NA,NA,139,31,NA,NA,0,NA,284.5,0.4924,"2020_September","Painted Caves"
"518","2020_September_CEME_1.5.4","1.5.4","CEME","EPI",-1.01,94.01419315,0.250136339058524,NA,NA,NA,NA,67,75,NA,NA,0,NA,275.2,0.4853,"2020_September","St. Marys"
"519","2020_September_CEME_1.6.4","1.6.4","CEME","EPI",-3.628,69.83870968,0.315946818613485,NA,NA,NA,NA,150,24,NA,NA,0,NA,275.3,0.5366,"2020_September","St. Marys"
"520","2020_September_CEME_2.1.4","2.1.4","CEME","EPI",-1.082,102.5523013,0.263734352406528,NA,NA,NA,NA,142,33,NA,NA,0,NA,282.3,0.5342,"2020_September","Painted Caves"
"521","2020_September_CEME_2.3.4","2.3.4","CEME","EPI",-0.498,102.3357664,0.257739898989899,NA,NA,NA,NA,108,27,NA,NA,0,NA,269.9,0.5215,"2020_September","Painted Caves"
"522","2020_September_CEME_2.3.4","2.3.4","CEME","EPI",-0.498,102.3357664,0.261446608946609,NA,NA,NA,NA,163,43,NA,NA,0,NA,278.3,0.529,"2020_September","Painted Caves"
"523","2020_September_CEME_1.2.4","1.2.4","CEME","EPI",-2.939,94.62780899,0.238557892837813,NA,NA,NA,NA,99,18,NA,NA,0,NA,272,0.4643,"2020_September","St. Marys"
"524","2020_September_CEME_1.3.4","1.3.4","CEME","EPI",-3.005,82.28843862,0.269901922322479,NA,NA,NA,NA,175,18,NA,NA,0,NA,274.8,0.492,"2020_September","St. Marys"
"525","2020_September_CEME_1.5.4","1.5.4","CEME","EPI",-4.048,75.43010753,0.237587496169169,NA,NA,NA,NA,140,13,NA,NA,0,NA,272.6,0.4168,"2020_September","St. Marys"
"526","2020_September_CEME_2.2.4","2.2.4","CEME","EPI",-3.56,84.23537959,0.265475611198738,NA,NA,NA,NA,441,25,NA,NA,0,NA,271.3,0.4891,"2020_September","Painted Caves"
"527","2020_September_CEME_2.2.4","2.2.4","CEME","EPI",-3.56,84.23537959,0.286427070189274,NA,NA,NA,NA,147,34,NA,NA,0,NA,263,0.5277,"2020_September","Painted Caves"
"528","2020_September_CEME_2.3.4","2.3.4","CEME","EPI",-5.01,80.37383178,0.298879274611399,NA,NA,NA,NA,145,30,NA,NA,0,NA,265.2,0.5391,"2020_September","Painted Caves"
"529","2020_September_CEME_2.3.4","2.3.4","CEME","EPI",-5.01,80.37383178,0.28219170984456,NA,NA,NA,NA,210,36,NA,NA,0,NA,260.8,0.509,"2020_September","Painted Caves"
"530","2020_September_CEME_2.4.4","2.4.4","CEME","EPI",-2.125,105.1388889,0.261042654028436,NA,NA,NA,NA,164,28,NA,NA,0,NA,271.3,0.5355,"2020_September","Painted Caves"
"531","2020_September_CEME_2.6.4","2.6.4","CEME","EPI",-2.56,100.5584364,0.241276312649165,NA,NA,NA,NA,129,19,NA,NA,0,NA,276.2,0.4839,"2020_September","Painted Caves"
"532","2020_September_CEME_1.2.4","1.2.4","CEME","EPI",-6.085,64.95028409,0.275537567276642,NA,NA,NA,NA,145,35,NA,NA,0,NA,282.9,0.4545,"2020_September","St. Marys"
"533","2020_September_CEME_1.3.4","1.3.4","CEME","EPI",-4.233,71.54600063,0.300619074824917,NA,NA,NA,NA,123,38,NA,NA,0,NA,267,0.5157,"2020_September","St. Marys"
"534","2020_September_CEME_1.3.4","1.3.4","CEME","EPI",-4.233,71.54600063,0.294323387394029,NA,NA,NA,NA,126,24,NA,NA,0,NA,286.4,0.5049,"2020_September","St. Marys"
"535","2020_September_CEME_2.1.4","2.1.4","CEME","EPI",-4.119,81.06880894,0.267964429012346,NA,NA,NA,NA,101,25,NA,NA,0,NA,278.8,0.4852,"2020_September","Painted Caves"
"536","2020_September_CEME_2.1.4","2.1.4","CEME","EPI",-4.119,81.06880894,0.252666377314815,NA,NA,NA,NA,175,9,NA,NA,0,NA,281.6,0.4575,"2020_September","Painted Caves"
"537","2020_September_CEME_2.4.4","2.4.4","CEME","EPI",-3.061,93.83588536,0.231587664573628,NA,NA,NA,NA,135,20,NA,NA,0,NA,266.6,0.4489,"2020_September","Painted Caves"
"538","2020_September_CEME_2.4.4","2.4.4","CEME","EPI",-3.061,93.83588536,0.22307530889204,NA,NA,NA,NA,108,26,NA,NA,0,NA,273.5,0.4324,"2020_September","Painted Caves"
"539","2020_September_CEME_2.6.4","2.6.4","CEME","EPI",-2.189,95.23635031,0.244575356606607,NA,NA,NA,NA,147,26,NA,NA,0,NA,269.6,0.4775,"2020_September","Painted Caves"
"540","2020_September_CEME_1.2.4","1.2.4","CEME","EPI",-0.394,105.897772,0.223703246339911,NA,NA,NA,NA,92,30,NA,NA,0,NA,279.2,0.4606,"2020_September","St. Marys"
"541","2020_September_CEME_1.3.4","1.3.4","CEME","EPI",-5.177,73.03250067,0.330169186588016,NA,NA,NA,NA,176,22,NA,NA,0,NA,266.6,0.5713,"2020_September","St. Marys"
"542","2020_September_CEME_1.5.4","1.5.4","CEME","EPI",-2.098,103.0204082,0.233326296743064,NA,NA,NA,NA,162,18,NA,NA,0,NA,271.2,0.4737,"2020_September","St. Marys"
"543","2020_September_CEME_2.3.4","2.3.4","CEME","EPI",-7.092,62.53916157,0.35425308857274,NA,NA,NA,NA,178,15,NA,NA,0,NA,266.8,0.5758,"2020_September","Painted Caves"
"544","2020_September_CEME_2.4.4","2.4.4","CEME","EPI",-5.835,NA,0.31280883294218,NA,NA,NA,NA,126,11,NA,NA,0,NA,269.5,0.4807,"2020_September","Painted Caves"
"545","2020_September_CEME_2.5.4","2.5.4","CEME","EPI",-6.011,67.28524394,0.291179298622294,NA,NA,NA,NA,136,24,NA,NA,0,NA,276.8,0.4871,"2020_September","Painted Caves"
"546","2020_September_CEME_1.3.4","1.3.4","CEME","EPI",-6.713,56.29122273,0.301808375263756,NA,NA,NA,NA,98,25,NA,NA,0,NA,273.2,0.4717,"2020_September","St. Marys"
"547","2020_September_CEME_1.3.4","1.3.4","CEME","EPI",-6.713,56.29122273,0.304751598766434,NA,NA,NA,NA,135,24,NA,NA,0,NA,276.2,0.4763,"2020_September","St. Marys"
"548","2020_September_CEME_2.2.4","2.2.4","CEME","EPI",-6,106.6839585,0.25333364224346,NA,NA,NA,NA,73,48,NA,NA,0,NA,277,0.5236,"2020_September","Painted Caves"
"549","2020_September_CEME_2.4.4","2.4.4","CEME","EPI",-8.677,52.48004561,0.33604397083567,NA,NA,NA,NA,127,20,NA,NA,0,NA,268.6,0.5124,"2020_September","Painted Caves"
"550","2020_September_CEME_2.4.4","2.4.4","CEME","EPI",-8.677,52.48004561,0.357161488128622,NA,NA,NA,NA,111,31,NA,NA,0,NA,267.5,0.5446,"2020_September","Painted Caves"
"551","2020_September_CEME_2.5.4","2.5.4","CEME","EPI",-8.861,59.47846469,0.333900881866618,NA,NA,NA,340.5,177,15,NA,NA,0,NA,271,0.5325,"2020_September","Painted Caves"
"552","2020_September_CEME_1.3.4","1.3.4","CEME","EPI",-10,NA,0.299798887859129,NA,NA,NA,NA,145,12,NA,NA,0,NA,273.2,0.5303,"2020_September","St. Marys"
"553","2020_September_CEME_1.5.4","1.5.4","CEME","EPI",-7.118,55.38030144,0.338331175276336,NA,NA,NA,NA,141,16,NA,NA,0,NA,287.6,0.5257,"2020_September","St. Marys"
"554","2020_September_CEME_2.1.4","2.1.4","CEME","EPI",-8.53,46.67157946,0.343215776251884,NA,2.5,NA,NA,149,9,NA,NA,0,NA,269.4,0.5034,"2020_September","Painted Caves"
"555","2020_September_CEME_2.2.4","2.2.4","CEME","EPI",-8.219,51.84619302,0.298262334395439,NA,NA,NA,NA,133,20,NA,NA,0,NA,274.6,0.4529,"2020_September","Painted Caves"
